"X.1","Str","StrNo","ZIP","X","price","size","rooms","Isfloor_0","Isfloor_1","Isfloor_2","Isfloor_3","Isfloor_4","Isfloor_5","Isfloor_6","Isfloor_7_10","Isfloor_11_15","Isfloor_16_20","free_sofort","free_vermietet","Condition_Erstbezug","Condition_ErstbezugnachSanierung","Condition_Renovierungsbedürftig","Condition_Gepflegt","Condition_Modernisiert","Condition_NachVereinbarung","Condition_Neuwertig","Condition_Saniert","Condition_Vollständigrenoviert","renovation_2016","renovation_2013_2105","renovation_2010_2012","renovation_200x","renovation_199x","renovation_1945_1989","renovation_before1945","Type_Dachgeschoss","Type_Erdgeschosswohnung","Type_Etagenwohnung","Type_Hochparterre","Type_Loft","Type_Maisonette","Type_Penthouse","Type_Sonstige","Type_Souterrain","Type_Terrassenwohnung","year_after2017","year2016","year2010_2015","year200x","year199x","year197x_198x","year1945_195x_196x","year190x_1944","year_before1900","HeatingType_Blockheizkraftwerke","HeatingType_ElektroHeizung","HeatingType_Etagenheizung","HeatingType_Fernwärme","HeatingType_Fußbodenheizung","HeatingType_GasHeizung","HeatingType_HolzPelletheizung","HeatingType_Nachtspeicheröfen","HeatingType_Ofenheizung","HeatingType_ÖlHeizung","HeatingType_Wärmepumpe","HeatingType_Zentralheizung","elevator","kitchen","steps","garden","balcony","basement","toilette","parking_Außenstellplatz","parking_Carport","parking_Duplex","parking_Garage","parking_Parkhaus","parking_Tiefgarage","ID","busMin","busRad500","busRad1000","busRad5000","docMin","docRad500","docRad1000","smMin","smRad500","smRad1000","smRad5000","foodMin","foodRad500","foodRad1000","parkMin","parkRad500","parkRad1000","parkRad5000","schoolMin","schoolRad500","schoolRad1000","trainMin","trainRad500","trainRad1000","trainRad5000","airMin","airRad10000","airRad25000","uniMin","uniRad1000","uniRad10000","uniRad25000","collegeMin","collegeRad1000","collegeRad10000","collegeRad25000","artSchoolMin","artSchoolRad1000","artSchoolRad10000","artSchoolRad25000","musicSchoolMin","musicSchoolRad1000","musicSchoolRad10000","musicSchoolRad25000","Ort","Einwohner","Einwohner..","Haushalte","Haushalte..","Haushaltsgröße.ø","Singlehaushalte","Singlehaushalte..","Singlehaushalte.Index","Mehrpersonenhaushalte.ohne.Kinder","Mehrpersonenhaushalte.ohne.Kinder..","Mehrpersonenhaushalte.ohne.Kinder.Index","Mehrpersonenhaushalte.mit.Kindern","Mehrpersonenhaushalte.mit.Kindern..","Mehrpersonenhaushalte.mit.Kindern.Index","Ausländerhaushalte","Ausländerhaushalte..","Ausländerhaushalte.Index","Haushaltsvorstand.bis.unter.30.Jahre","Haushaltsvorstand.bis.unter.30.Jahre..","Haushaltsvorstand.bis.unter.30.Jahre.Index","Haushaltsvorstand.30.bis.unter.40.Jahre","Haushaltsvorstand.30.bis.unter.40.Jahre..","Haushaltsvorstand.30.bis.unter.40.Jahre.Index","Haushaltsvorstand.40.bis.unter.50.Jahre","Haushaltsvorstand.40.bis.unter.50.Jahre..","Haushaltsvorstand.40.bis.unter.50.Jahre.Index","Haushaltsvorstand.50.bis.unter.60.Jahre","Haushaltsvorstand.50.bis.unter.60.Jahre..","Haushaltsvorstand.50.bis.unter.60.Jahre.Index","Haushaltsvorstand.60.Jahre.und.älter","Haushaltsvorstand.60.Jahre.und.älter..","Haushaltsvorstand.60.Jahre.und.älter.Index","Haushaltsvorstand.Alter.ø","Haushaltseinkommen.bis.unter.1100..","Haushaltseinkommen.bis.unter.1100....","Haushaltseinkommen.bis.unter.1100...Index","Haushaltseinkommen.1100.bis.unter.1500..","Haushaltseinkommen.1100.bis.unter.1500....","Haushaltseinkommen.1100.bis.unter.1500...Index","Haushaltseinkommen.1500.bis.unter.2000..","Haushaltseinkommen.1500.bis.unter.2000....","Haushaltseinkommen.1500.bis.unter.2000...Index","Haushaltseinkommen.2000.bis.unter.2600..","Haushaltseinkommen.2000.bis.unter.2600....","Haushaltseinkommen.2000.bis.unter.2600...Index","Haushaltseinkommen.2600.bis.unter.4000..","Haushaltseinkommen.2600.bis.unter.4000....","Haushaltseinkommen.2600.bis.unter.4000...Index","Haushaltseinkommen.4000.bis.unter.7500..","Haushaltseinkommen.4000.bis.unter.7500....","Haushaltseinkommen.4000.bis.unter.7500...Index","Haushaltseinkommen.7500...und.mehr","Haushaltseinkommen.7500...und.mehr..","Haushaltseinkommen.7500...und.mehr.Index","Wohngebäude","Wohn..und.Gewerbegebäude","Gewerbegebäude","X1.2.Familienhäuser","X1.2.Familienhäuser..","X1.2.Familienhäuser.pro.Wohngebäude.Index","X3.6.Familienhäuser","X3.6.Familienhäuser..","X3.6.Familienhäuser.pro.Wohngebäude.Index","X7.19.Familienhäuser","X7.19.Familienhäuser..","X7.19.Familienhäuser.pro.Wohngebäude.Index","X20.und.mehr.Familienhäuser","X20.und.mehr.Familienhäuser..","X20.und.mehr.Familienhäuser.pro.Wohngebäude.Index","AddressIncomplete","lng","lat","lineID"
2948,"Lehmbruckstr. ","19",10245,2971,398000,117,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,90817969,0.166337079876136,5,16,20,0.0916330635372923,13,20,0.320711740305671,1,20,20,0.0156203248861473,20,20,0.577828437827564,0,9,20,0.141283074307706,7,20,0.396078454941162,2,2,18,12.3111991576902,0,3,5.07948371092218,0,0,0,0.170986934721023,1,3,15,5.07948371092218,0,0,0,4.37434311041196,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.45274,52.50242,198
2949,"Lehmbruckstr. ","19",10245,2903,165000,51,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,90377367,0.166337079876136,5,16,20,0.0916330635372923,13,20,0.320711740305671,1,20,20,0.0156203248861473,20,20,0.577828437827564,0,9,20,0.141283074307706,7,20,0.396078454941162,2,2,18,12.3111991576902,0,3,5.07948371092218,0,0,0,0.170986934721023,1,3,15,5.07948371092218,0,0,0,4.37434311041196,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.45274,52.50242,199
2952,"Simplonstr. ","44",10245,2913,486000,105,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,90494712,0.226310932945275,3,17,20,0.060039951458237,20,20,0.182599046377765,10,20,20,0.0953923609143677,20,20,0.227045161712444,2,9,20,0.0875968120521392,5,20,0.547577145647966,0,3,18,12.7414977486048,0,3,5.75566977453317,0,0,0,0.743759173965101,0,2,13,5.75566977453317,0,0,0,4.94541231024838,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4625992,52.5062088,200
2958,"Lehmbruckstr. ","19",10245,2931,269000,77,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,89280025,0.166337079876136,5,16,20,0.0916330635372923,13,20,0.320711740305671,1,20,20,0.0156203248861473,20,20,0.577828437827564,0,9,20,0.141283074307706,7,20,0.396078454941162,2,2,18,12.3111991576902,0,3,5.07948371092218,0,0,0,0.170986934721023,1,3,15,5.07948371092218,0,0,0,4.37434311041196,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.45274,52.50242,201
2960,"Lehmbruckstr. ","19",10245,2933,125000,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89832229,0.166337079876136,5,16,20,0.0916330635372923,13,20,0.320711740305671,1,20,20,0.0156203248861473,20,20,0.577828437827564,0,9,20,0.141283074307706,7,20,0.396078454941162,2,2,18,12.3111991576902,0,3,5.07948371092218,0,0,0,0.170986934721023,1,3,15,5.07948371092218,0,0,0,4.37434311041196,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.45274,52.50242,202
2961,"Revaler Str. ","11",10245,2856,335000,73.76,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,91018271,0.348478282796126,4,17,20,0.101279199279408,20,20,0.246743703153035,9,20,20,0.00500319513967791,20,20,0.0840548133125874,4,8,20,0.034055200462224,11,20,0.344855192626522,1,2,19,12.0992662663493,0,3,5.17466827678374,0,0,0,0.50295653824021,0,1,15,5.17466827678374,0,0,0,4.32116420801556,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4540765,52.5083593,203
2962,"Stralauer Allee ","14",10245,2977,259000,47.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91351337,0.228424740396589,3,18,20,0.252497185908828,6,20,0.52325844126947,0,14,20,0.257950361935288,19,20,0.524311475452545,0,6,20,0.265527652168998,6,20,0.618514843440713,0,4,16,12.7660702523705,0,3,5.4193616887832,0,0,0,0.349078139325155,1,2,16,5.4193616887832,0,0,0,4.78830585995337,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4475889,52.502065,204
2964,"Gryphiusstr. ","11",10245,2961,550000,120.43,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,91001861,0.121917678387731,5,13,20,0.0873410595675465,19,20,0.108385324865679,16,20,20,0.0270400014808734,20,20,0.142232923663836,5,9,20,0.0889874690271834,10,20,0.714400112418649,0,3,18,12.7005046793751,0,3,5.73088206420885,0,0,0,0.672408030779558,0,2,13,5.73088206420885,0,0,0,4.98878776808861,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.464097,52.5087559,205
2968,"Lenbachstr. ","4",10245,2939,160000,70.42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,78040038,0.156669117178591,4,13,20,0.0531699724308657,17,20,0.0946708506614558,9,20,20,0.0394308319229697,20,20,0.178178269615883,2,9,20,0.242048384043341,7,20,0.377581482350225,1,3,18,13.0147531771032,0,3,6.05258399530709,0,0,0,0.554984086515222,0,1,13,6.05258399530709,0,0,0,5.24894236226727,0,0,0,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4674427,52.506368,206
2969,"Neue Bahnhofstr. ","20",10245,2979,239000,48,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,91223568,0.160039767648588,3,15,20,0.176371456622682,12,20,0.155845176690713,8,20,20,0.0153126087135489,20,20,0.394989261973396,3,7,20,0.184214840368045,12,20,0.503090554199469,0,5,18,13.1989510364572,0,3,6.01731221753988,0,0,0,0.276928046810104,1,1,12,6.01731221753988,0,0,0,5.48544718434727,0,0,0,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4712435,52.5075285,207
2975,"Friedrich-Junge-Str. ","14",10245,2855,195500,63.77,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,89940909,0.109345923093418,5,18,20,0.317929903595444,1,10,0.648377154936953,0,4,20,0.317929903595444,1,20,0.478608855240377,1,8,20,0.13075181688971,3,15,0.775719898421984,0,4,17,13.8994167467543,0,3,5.56198505002582,0,0,0,0.98399469943478,0,1,11,5.56198505002582,0,0,0,5.92680104870573,0,0,0,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.47277,52.49494,208
2976,"Krossener Str. ","00",10245,2980,1245000,208,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,90054624,0.132104638834739,4,12,20,0.0721359388901421,20,20,0.085894898902788,15,20,20,0.0478614613737664,20,20,0.258360096970979,4,8,20,0.150542662529149,12,20,0.829766574589175,0,3,18,12.6216091599061,0,3,5.61400129991704,0,0,0,0.708482557408582,0,2,13,5.61400129991704,0,0,0,4.93932443952063,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4638853,52.5096864,209
2977,"Boxhagener Str. ","103",10245,2958,300500,68.23,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,91388549,0.15747397374388,5,12,20,0.0161948347256904,20,20,4.50039514563383e-05,17,20,20,4.50039514563383e-05,20,20,0.201013599461102,3,11,20,0.15420847355503,14,20,0.952866757458994,0,1,20,12.2709318300425,0,3,5.24153059089186,0,0,0,1.02025215435409,0,0,14,5.24153059089186,0,0,0,4.67242124110929,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4598559,52.5125894,210
2978,"Lehmbruckstr. ","19",10245,2949,119000,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89831934,0.166337079876136,5,16,20,0.0916330635372923,13,20,0.320711740305671,1,20,20,0.0156203248861473,20,20,0.577828437827564,0,9,20,0.141283074307706,7,20,0.396078454941162,2,2,18,12.3111991576902,0,3,5.07948371092218,0,0,0,0.170986934721023,1,3,15,5.07948371092218,0,0,0,4.37434311041196,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.45274,52.50242,211
2981,"Lehmbruckstr. ","0",10245,2919,165000,51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,90698433,0.326075123223662,5,19,20,0.0275505556873028,17,20,0.245037826068918,5,20,20,0.0146027512738205,20,20,0.573794214322824,0,11,20,0.14263002074654,8,20,0.352742238926884,2,2,18,12.2832588562057,0,3,5.1298470403066,0,0,0,0.0770655520033185,1,2,15,5.1298470403066,0,0,0,4.38361078740088,0,0,1,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4533322,52.5040216,212
2982,"Tunnelstr. ","43",10245,2886,639500,124.75,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,89628964,0.188300335552071,2,12,20,0.856632216486167,0,1,0.753105759265728,0,1,20,0.441623054198637,1,19,0.0866638869427162,2,7,20,0.252553912479871,1,5,1.06082921852136,0,0,17,13.8071062351447,0,3,5.0224408758508,0,0,0,1.48023171577289,0,0,10,5.0224408758508,0,0,0,6.45773974356767,0,0,0,"Berlin-10245",28976,0.354439537,15841,0.398156421,1.829177451,9158,57.81200682,144.85297,4080,25.75594975,82.60534802,2603,16.43204343,56.83927812,1782,11.24928982,136.066439,4772,30.12436084,259.0434139,4716,29.7708478,202.6076843,3739,23.60330787,113.4155794,1259,7.947730573,44.78280892,1355,8.55375292,24.35685861,42.52589945,5709,36.03939145,253.9048052,3146,19.85985733,168.8872905,2923,18.45211792,126.7592998,1730,10.92102771,75.78358357,1339,8.452749195,36.97600167,954,6.022347074,32.11142676,40,0.252509311,7.28857028,1317,16,49,90,6.833712984,8.232546486,336,25.51252847,230.6982094,589,44.72285497,816.2051802,302,22.93090357,5058.573467,0,13.4791002,52.4917015,213
